Market,ISIN,Symbol,Name,Currency,AUM,Replication,Fee,Dividend
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ARBOR REALTY TRUST,US0389231087,ABR:US,REALTY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ARCELOR MITTAL,US03938L2034,MT:US,MITT,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ARMSTRONG WORLD INDUSTRIES INC,US04247X1028,AWI:US,WO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ARROW ELECTRONICS INC,US0427351004,ARW:US,ELECTR,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ARTHUR J GALLAGH ARTHUR,US3635761097,AJG:US,GAL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ASBURY AUTOMOTIVE GROUP INC,US0434361046,ABG:US,AUTO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ASE TECHNOLOGY HOLDING,US00215W1009,ASX:US,TECH,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ASGN INC,US00191U1025,ASGN:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ASHLAND GLOBAL HOLDINGS INC,US0441861046,ASH:US,GLOB,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ASSURED GUARANTY LTD,BMG0585R1060,AGO:US,GUAR,USD,,,,
NEW YORK STOCK EXCHANGE (USD),US00206R1023,T:US,AT&T INC AT&T INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ATKORE INTERNATIONAL GROUP INC,US0476491081,ATKR:US,INTL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE AUTOLIV INC,US0528001094,ALV:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE AUTONATION,US05329W1027,AN:US,AUTONATION,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE AUTOZONE INC,US0533321024,AZO:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE AVALONBAY COMMUN,US0534841012,AVB:US,CO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE AVANGRID INC,US05351W1036,AGR:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE AVANTOR INC,US05352A1007,AVTR:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE AVERY DENNISON,US0536111091,AVY:US,DENNIS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE AVIENT CORPORATION,US05368V1061,AVNT:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE AVINO,CA0539061030,ASM:US,& GOLD MINES LTD AVINO SILVER,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE AVISTA CORP,US05379B1070,AVA:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ARCHER AVIATION INC,US03945R1023,ACHR:US,AVIAT,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE AXALTA COATING SYSTEMS LTD,BMG0750C1082,AXTA:US,COATI,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE AXIS CAPITAL HOLDINGS LTD,BMG0692U1099,AXS:US,CAPITAL,USD,,,,
NEW YORK STOCK EXCHANGE (USD),US05508R1068,BGS:US,B&G FOODS INC B&G FOODS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BAKER HUGHES A GE CO,US05722G1004,BKR:US,HUGHES,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BALL CORP,US0584981064,BLL:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BANK OF NOVA SCOTIA,CA0641491075,BNS:US,NOVASCO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BANK NY,US0640581007,BK:US,BANKNYMELLON,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BANK OF AMERICA BANK,US0605051046,BAC:US,AMER,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BANC OF CALIFORNIA INC BANK,US05990K1060,BANC:US,CALI,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BARRICK MINING CORPORATION,CA06849F1080,GOLD:US,GOLD,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US0708301041,BBWI:US,& BODY WORKS INC BATH&BODY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BAUSCH HEALTH COMPANIES INC,CA0717341071,BHC:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BAXTER INTL INC,US0718131099,BAX:US,INTL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BECTON DICKINSON,US0758871091,BDX:US,DICKI,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BELDEN INC,US0774541066,BDC:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BEST BUY CO INC BEST,US0865161014,BBY:US,CO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BIO-RAD LABORATORIES INC,US0905722072,BIO:US,LABS,USD,,,,
NEW YORK STOCK EXCHANGE (USD),US08975B1098,BBAI:US,BIGBEAR.AI HOLDINGS INC BIGBEAR AI,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BLACK HILLS CORP,US0921131092,BKH:US,HILLS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BLACKSTONE GROUP,US09260D1072,BX:US,BLACKSTONE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BLACKSTONE MORTGAGE TRUST INC,US09257W1009,BXMT:US,MORTG,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BLACKROCK,US09247X1019,BLK:US,BLACKROCK,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BLOOM ENERGY CORP,US0937121079,BE:US,ENERGY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BLUE OWL,US69121K1043,OBDC:US,OWL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BOEING CO,US0970231058,BA:US,CO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BOOZ ALLEN HAMILTON HOLDING CO BOOZ,US0995021062,BAH:US,H,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BORGWARNER,US0997241064,BWA:US,BORGWARNER,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BOSTON BEER CO INC,US1005571070,SAM:US,BEER,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BOSTON PROPERTIES INC,US1011211018,BXP:US,PROPE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BOSTON SCIENTIFIC,US1011371077,BSX:US,SCIEN,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BOX INC,US10316T1043,BOX:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BOYD GAMING CORP,US1033041013,BYD:US,GAMING,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US1091941005,BFAM:US,HORIZ,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BRISTOL-MYER SQB,US1101221083,US,BMY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BROADRIDGE FINANCIAL SOLUTIONS,US11133T1034,BR:US,F,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BROOKFIELD ASSET MANAGEMENT,CA1125851040,BAM:US,BROOKFIELD,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BROOKFIELD RENEWABLE CORP BROOK,CA11285B1085,BEPC:US,CO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BROOKFIELD,CA11271J1075,BN:US,BROOKFIELD,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BROOKFIELD INFRASTRUCTURE CORP,CA11276H1064,BIPC:US,INFR,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US1152361010,BRO:US,& BROWN INC BROWN&BROWN,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BRUNSWICK,US1170431092,BC:US,BRUNSWICK,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BUCKLE INC,US1184401065,BKE:US,BUCKLE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BUNGE GLOBAL SA,CH1300646267,BG:US,GLOBAL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BURLINGTON STORES INC,US1220171060,BURL:US,S,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE BWX TECHNOLOGIES INC,US05605H1005,BWXT:US,TECHNOLO,USD,,,,
NEW YORK STOCK EXCHANGE (USD),US12468P1049,AI:US,C3.AI INC C3.AI INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CABOT CORP,US1270551013,CBT:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CACI INTERNATIONAL INC,US1271903049,CACI:US,INTL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CACTUS INC,US1272031071,WHD:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CADENCE BANK,US12740C1036,CADE:US,BANK,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CAMDEN PROPERTY TRUST,US1331311027,CPT:US,PROPE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CAMECO CORPORATION,CA13321L1085,CCJ:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CAMPBELL SOUP,US1344291091,CPB:US,CAMPBELLSOUP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CANADIAN NATIONAL RAILWAY,CA1363751027,CNI:US,RAILWAY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CANADIAN NATURAL RESOURCES,CA1363851017,CNQ:US,NR,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CANNTRUST HOLDING,CA1378002077,CTST:US,CANNTRUST,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CAPITAL ONE FINANCIAL CORP,US14040H1059,COF:US,ONE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CARDINAL HEALTH,US14149Y1082,CAH:US,HEA,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CARLISLE COS INC,US1423391002,CSL:US,COS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CARMAX INC,US1431301027,KMX:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CARNIVAL,PA1436583006,CCL:US,CARNIVAL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CARPENTER TECHNOLOGY CORP,US1442851036,CRS:US,TE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CARRIER GLOBAL CORPORATION ,US14448C1045,CARR:US,GLOB,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CARVANA CO ,US1468691027,CVNA:US,CO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CATERPILLAR,US1491231015,CAT:US,CATERPILLAR,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CBRE GROUP INC-A,US12504L1098,CBRE:US,GROUP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CELANESE CORP,US1508701034,CE:US,COR,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CENOVUS ENERGY INC ,CA15135U1093,CVE:US,ENER,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CENTENE CORP,US15135B1017,CNC:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CENTERPOINT ENERGY,US15189T1079,CNP:US,CENTERPOINT,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CENTURY COMMUNITIES INC,US1565043007,CCS:US,COMM,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CENTRUS ENERGY,US15643U1043,LEU:US,ENERGY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CERIDIAN HCM HOLDING INC,US15677J1088,CDAY:US,HCM,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CF INDUSTRIES,US1252691001,CF:US,CFINDUSTRIES,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CHARGEPOINT HOLDINGS,US15961R1059,CHPT:US,CHARGEPOINT,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US1598641074,CRL:US,RIVE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CHEMED CORP,US16359R1032,CHE:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CHENIERE ENERGY INC,US16411R2085,LNG:US,ENE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CHEVRON CORP,US1667641005,CVX:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CHEWY INC,US16679L1098,CHWY:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CHIPOTLE MEXICAN,US1696561059,CMG:US,MEX,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CHOICE HOTELS INTERNATIONAL IN,US1699051066,CHH:US,HOTEL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CHUBB LTD,CH0044328745,CB:US,LTD,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US1713401024,CHD:US,& DWIGHT CHURCHDWIGHT,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CIENA CORP,US1717793095,CIEN:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CIGNA CORP,US1255231003,CI:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CINEMARK HOLDINGS INC,US17243V1026,CNK:US,HOL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CITIGROUP,US1729674242,C:US,CITIGROUP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CITIZENS FINANCIAL GROUP INC,US1746101054,CFG:US,FIN,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CLEAN HARBORS INC,US1844961078,CLH:US,HARBOR,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CLEVELAND-CLIFFS,US1858991011,CLF:US,CLEVELAND,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CLOROX CO,US1890541097,CLX:US,CO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CMS ENERGY CORP,US1258961002,CMS:US,ENERGY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CNA FINANCIAL CORP CNA,US1261171003,CNA:US,COR,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CNO FINANCIAL GROUP,US12621E1038,CNO:US,CNOFINANCIAL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CNX RESOURCES CORP,US12653C1080,CNX:US,RESOURCE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE COCA-COLA,US1912161007,KO:US,COCA-COLA,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE COEUR MINING INC,US1921085049,CDE:US,MINING,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US1941621039,CL:US,COLGATE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE COMERICA INC,US2003401070,CMA:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE COMFORT SYSTEMS USA INC,US1999081045,FIX:US,SYST,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE COMMERCIAL METALS CO,US2017231034,CMC:US,METALS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE COMPASS MINERALS INTERNATIONAL,US20451N1019,CMP:US,MINE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE COMSTOCK RESOURCES INC,US2057683029,CRK:US,RES,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CONAGRA,US2058871029,CAG:US,CONAGRAFOODS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CONCENTRIX,US20602D1019,CNXC:US,CONCENTRIX,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US20825C1045,COP:US,CONOCOPHILLI,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CONS EDISON INC,US2091151041,ED:US,EDISON,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US21036P1084,STZ:US,CONSTELLATIO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE COOPER-STANDARD HOLDINGS,US21676P1030,CPS:US,COOPER-STAND,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CORNING INC,US2193501051,GLW:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE COTERRA ENERGY INC,US1270971039,CTRA:US,ENER,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CORTEVA,US22052L1044,CTVA:US,CORTEVA,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CORPAY INC,US2199481068,CPAY:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE COTY INC,US2220702037,COTY:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CREDICORP,BMG2519Y1084,BAP:US,CREDICORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CROWN CASTLE INT,US22822V1017,CCI:US,CASTLE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CROWN HOLDINGS INC,US2283681060,CCK:US,HOLDIN,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CUMMINS INC,US2310211063,CMI:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CURTISS-WRIGHT,US2315611010,CW:US,CURTISS-WRIG,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CVR ENERGY INC,US12662P1084,CVI:US,ENERGY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE CVS HEALTH CORP,US1266501006,CVS:US,HEALTH,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE D WAVE QUANTUM,US26740W1099,DWAV:US,WAVE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DANA INC,US2358252052,DAN:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DANAHER CORP,US2358511028,DHR:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DAQO NEW ENERGY CORP DAQO,US23703Q2030,DQ:US,ENE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DARDEN RESTAURAN,US2371941053,DRI:US,RESTA,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DARLING INGREDIENTS INC,US2372661015,DAR:US,INGR,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DAVITA,US23918K1088,DVA:US,DAVITAHEALTH,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DECKERS OUTDOOR CORP,US2435371073,DECK:US,OUTD,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US2441991054,DE:US,& CO DEERE & CO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DELEK US HOLDINGS INC DELEK,US24665A1034,DK:US,HOL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DELL TECHNOLOGIES INC,US24703L2025,DELL:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DELTA AIR,US2473617023,DAL:US,DELTA,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DENISON MINES,CA2483561072,DNN:US,DENISONMINES,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DEUTSCHE BANK-RG,DE0005140008,DB:US,BANK-RG,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE  DIGITALOCEAN HOLDING,US25402D1028,DOCN:US,DIGITALOCEAN,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DIGITAL REALTY,US2538681030,DLR:US,REAL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DISCOVER FINANCIAL SERVICES,US2547091080,DFS:US,FIN,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DOLBY LABORATORIES INC,US25659T1079,DLB:US,LABORA,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DOLLAR GENERAL CORP,US2566771059,DG:US,GENER,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DOMINION ENERGY,US25746U1097,D:US,DOMINION,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DOORDASH,US25809K1051,DASH:US,DOORDASH,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DOUBLEVERIFY,US25862V1052,DBL:US,DOUBLEVERIFY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DOVER CORP,US2600031080,DOV:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DOW INC,US2605571031,DOW:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DR HORTON INC,US23331A1097,DHI:US,HORTON,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DT MIDSTREAM INC,US23345M1071,DTM:US,MIDSTREAM,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DTE ENERGY CO,US2333311072,DTE:US,ENERGY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DUKE ENERGY CORP,US26441C2044,DUK:US,ENERGY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DXC TECHNOLOGY CO,US23355L1061,DXC:US,TECHNOLO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DYCOM INDUSTRIES INC,US2674751019,DY:US,INDS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE DYNATRACE,US2681501092,DT:US,DYNATRACE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE EAGLE MATERIALS INC,US26969P1084,EXP:US,MATERI,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE EASTMAN CHEMICAL,US2774321002,EMN:US,CHEM,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE EATON CORP PLC,IE00B8KQN827,ETN:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ECOLAB INC,US2788651006,ECL:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE EDISON INTL,US2810201077,EIX:US,INTL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE EDWARDS LIFESCIENCES CORP,US28176E1082,EW:US,LIFE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ELANCO ANIMAL HEALTH,US28414H1032,ELAN:US,ELANCOANIMAL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ELASTIC NV,NL0013056914,ESTC:US,NV,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ELDORADO GOLD,CA2849025093,EGO:US,ELDORADOGOLD,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ELI,US5324571083,LLY:US,& CO ELI LILLY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE EMCOR GROUP INC,US29084Q1004,EME:US,GROUP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE EMERSON ELECTRIC CO,US2910111044,EMR:US,ELEC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ENBRIDGE,CA29250N1050,ENB:US,ENBRIDGE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ENERGIZER HOLDINGS INC,US29272W1099,ENR:US,HO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ENERGY FUELS INC,CA2926717083,UUUU:US,FUELS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US29275Y1029,ENS:US,ENERSYS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ENTERGY CORP,US29364G1031,ETR:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE EOG RESOURCES,US26875P1012,EOG:US,RESOURCE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE EPAM SYSTEMS INC,US29414B1044,EPAM:US,SYSTEMS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE EQT CORP,US26884L1098,EQT:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE EQUIFAX INC,US2944291051,EFX:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE EQUITABLE HOLDINGS INC,US29452E1010,EQH:US,HO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE EQUITY RESIDENTIAL,US29476L1070,EQR:US,RESID,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ESSENT GROUP LTD,BMG3198U1027,ESNT:US,GROUP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ESSENTIAL UTILITIES INC,US29670G1022,WTRG:US,UT,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ESSEX PROPERTY,US2971781057,ESS:US,PROPER,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ESTEE LAUDER,US5184391044,EL:US,LAUDER,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE EVERCORE INC,US29977A1051,EVR:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE EVERUS CONSTRUCTION GROUP,US3004261034,ECG:US,CONST,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE EVEREST RE GROUP LTD,BMG3223R1088,RE:US,RE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE EVERGY INC,US30034W1062,EVRG:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE EVERSOURCE,US30040W1080,ES:US,EVERSOURCE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE EXELON CORP,US30161N1019,EXC:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE EXTRA SPACE STORAGE,US30225T1025,EXR:US,SPACE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE EXXON MOBIL CORP,US30231G1022,XOM:US,MOBIL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,KYG3323L1005,FN:US,FABRINET,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FACTSET RESEARCH SYSTEMS INC,US3030751057,FDS:US,RESE,USD,,,,
