Market,ISIN,Symbol,Name,Currency,AUM,Replication,Fee,Dividend
DEU-XETRA,IE00BZ6V7883,QDVP:GR,ISHARES US MBS UCITS (QDVP GR ETF),EUR,2229,Fizyczna,"0,28",Półrocznie
DEU-XETRA,IE00BH4G7D40,36BA:GR,ISHARES USD CORPORATE BOND ESG UCITS ETF EUR HEDGED (DIST) (36BA GR ETF),EUR,2234,Fizyczna,"0,17",Półrocznie
DEU-XETRA,LU1452600270,TIUP:GR,LYXOR CORE US TIPS UCITS (TIUP GR ETF),EUR,1662,Fizyczna,"0,09",Rocznie
GBR-LSE,IE00BF2FN646,TREX:LN,INVESCO US TRES 7-10 YR DIST (TREX LN ETF),USD,3457,Fizyczna,"0,06",Kwartalnie
DEU-XETRA,IE00BF2FN869,TRDE:GR,INVESCO US TRES 7-10 YR EHD (TRDE GR ETF),EUR,3457,Fizyczna,"0,10",Kwartalnie
DEU-XETRA,IE00BCRY6003,IS3K:GR,ISHARES USD SHORT DURATION HIGH YIELD CORP BOND UCIITS (IS3K GR ETF),EUR,1405,Fizyczna,"0,45",Półrocznie
DEU-XETRA,IE00BSKRJZ44,IS04:GR,ISHARES USD TREASURY 20PLUS YR UCITS (IS04 GR ETF),EUR,5238,Fizyczna,"0,07",Półrocznie
DEU-XETRA,IE00BDQYWQ65,SXRH:GR,ISHARES USD TIPS 0-5 UCITS (SXRH GR ETF),EUR,931,Fizyczna,"0,10",Półrocznie
DEU-XETRA,IE00BZ048579,SNAV:GR,ISHARES USD CORP BOND 0-3YR ESG UCITS ETF (SNAV GR ETF),EUR,1100,Fizyczna,"0,12",Półrocznie
GBR-LSE,IE00BYXYYK40,JPEA:LN,ISHARES J.P. MORGAN USD EMERGING MARKETS BOND UCITS ACC (JPEA LN ETF),USD,6577,Fizyczna,"0,45",Nie wypłaca
GBR-LSE,IE00BYXPSP02,IBTA:LN,ISHARES USD TREASURY 1-3Y (IBTA LN ETF),USD,9817,Fizyczna,"0,07",Nie wypłaca
GBR-LSE,IE00BYXYYP94,SDIA:LN,ISHARES USD SHORT DURATION CORPORATE BOND UCITS ETF ACC (SDIA LN ETF),USD,5730,Fizyczna,"0,20",Nie wypłaca
GBR-LSE,IE0032895942,LQDE:LN,ISHARES USD CORPORATE BOND UCITS (LQDE LN ETF),USD,8508,Fizyczna,"0,20",Kwartalnie
GBR-LSE,IE00B4PY7Y77,IHYU:LN,ISHARES USD HIGH YIELD CORPORATE BOND UCITS (IHYU LN ETF),USD,5318,Fizyczna,"0,50",Półrocznie
GBR-LSE,IE00BDFGJ627,FLOA:LN,ISHARES USD FLOATING RATE BOND UCITS ETF USD ACC (FLOA LN ETF),USD,2306,Fizyczna,"0,10",Nie wypłaca
GBR-LSE,IE00BYXYYN70,IMBA:LN,ISHARES US MORTGAGE BACKED SECURITIES UCITS ACC (IMBA LN ETF),USD,2229,Fizyczna,"0,28",Nie wypłaca
GBR-LSE,IE00B3VWN393,CBU7:LN,ISHARES USD TREASURY BOND 3-7YR ( CBU7 LN ETF),USD,6012,Fizyczna,"0,07",Nie wypłaca
GBR-LSE,LU1452600270,TIPU:LN,LYXOR CORE US TIPS UCITS (TIPU LN ETF),USD,1662,Fizyczna,"0,09",Rocznie
GBR-LSE,IE00BYXYYM63,IUAA:LN,ISHARES US AGGREGATE BOND UCITS ETF ACC (IUAA LN ETF),USD,4347,Fizyczna,"0,25",Nie wypłaca
GBR-LSE,IE00BSKRJZ44,IDTL:LN,ISHARES USD TREASURY 20PLUS YR UCITS (IDTL LN ETF),USD,5238,Fizyczna,"0,07",Półrocznie
GBR-LSE,IE00BF2GFH28,TRES:LN,INVESCO US TREASURY DIST (TRES LN ETF),USD,956,Fizyczna,"0,06",Kwartalnie
GBR-LSE,IE00B99FL386,SJNK:LN,SPDR BLOOMBERG SASB U.S. HY CORP ESG UCITS ETF DIS (SJNK LN ETF),USD,194,Fizyczna,"0,30",Półrocznie
GBR-LSE,IE00BZ163M45,VDTY:LN,VANGUARD USD TREASURY BOND UCITS (VDTY LN ETF),USD,1877,Fizyczna,"0,07",Miesięcznie
DEU-XETRA,IE00B5M4WH52,IUSP:GR,ISHARES J.P. MORGAN EM LOCAL GOVT BOND UCITS (IUSP GR ETF),EUR,5452,Fizyczna,"0,50",Półrocznie
DEU-XETRA,IE00B2NPKV68,IUS7:GR,ISHARES J.P. MORGAN EM BOND UCITS (IUS7 GR ETF),EUR,6577,Fizyczna,"0,45",Miesięcznie
DEU-XETRA,IE00BDBRDM35,EUNA:GR,ISHARES CORE GLOBAL AGGREGATE BOND UCITS ETF EUR HEDGED (ACC) (EUNA GR ETF),EUR,7523,Fizyczna,"0,10",Nie wypłaca
DEU-XETRA,LU0378818131,DBZB:GR,DB X-TRACKERS II GLOBAL GOVERNMENT UCITS (DBZB GR ETF),EUR,2094,Fizyczna,"0,25",Nie wypłaca
DEU-XETRA,IE00B7J7TB45,IS0X:GR,ISHARES GLOBAL CORP BOND UCITS (IS0X GR ETF),EUR,3730,Fizyczna,"0,20",Półrocznie
DEU-XETRA,LU0321462953,XEMB:GR,DB X-TRACKERS II USD EMERGING MARKETS BOND UCITS (XEMB GR ETF),EUR,353,Fizyczna,"0,40",Nie wypłaca
DEU-XETRA,IE00B3F81K65,EUN3:GR,ISHARES GLOBAL GOVERNMENT BOND UCITS (EUN3 GR ETF),EUR,2415,Fizyczna,"0,20",Półrocznie
DEU-XETRA,IE00B9M6RS56,IS3C:GR,ISHARES J.P. MORGAN USD EM BOND EUR HEDGED UCITS ETF (DIST) (IS3C GR ETF),EUR,2347,Fizyczna,"0,50",Miesięcznie
DEU-XETRA,LU0290357929,XGIN:GR,DB X-TRACKERS II GLOBAL INFLATION LINKED BONDS UCITS (XGIN GR ETF),EUR,1283,Fizyczna,"0,25",Nie wypłaca
DEU-XETRA,IE00BNH72088,ZPRC:GR,SPDR THOMSON REUTERS GLOBAL CONVERTIBLE BOND UCITS (ZPRC GR ETF),EUR,967,Fizyczna,"0,50",Półrocznie
DEU-XETRA,IE00B74DQ490,IBC9:GR,ISHARES GLOBAL HIGH YIELD CORP BOND UCITS (IBC9 GR ETF),EUR,2093,Fizyczna,"0,50",Półrocznie
DEU-XETRA,IE00B3B8PX14,IUS5:GR,ISHARES GL INFL-L GOV BOND UCITS (IUS5 GR ETF),EUR,1279,Fizyczna,"0,20",Nie wypłaca
DEU-XETRA,IE000APK27S2,AEGE:GR,ISHARES GLOBAL AGGREGATE BOND ESG UCITS ETF EUR HEDGED (ACC) (AEGE GR ETF),EUR,1816,Fizyczna,"0,10",b. d.
DEU-XETRA,LU0942970798,XBAE:GR,XTRACKERS II GLOBAL AGGREGATE BOND SWAP UCITS ETF 5C - EUR HEDGED (XBAE GR ETF),EUR,679,Fizyczna,"0,15",Nie wypłaca
GBR-LSE,IE00B2NPKV68,IEMB:LN,ISHARES J.P. MORGAN USD EMERGING MARKETS BOND UCITS (IEMB LN ETF),USD,6577,Fizyczna,"0,45",Miesięcznie
GBR-LSE,IE00B3F81409,AGGG:LN,ISHARES CORE GLOBAL AGGREGATE BOND UCITS ETF USD (AGGG LN ETF),USD,7523,Fizyczna,"0,10",Półrocznie
GBR-LSE,IE00B5M4WH52,IEML:LN,ISHARES J.P. MORGAN EM LOCAL GOVT BOND UCITS (IEML LN ETF),USD,5452,Fizyczna,"0,50",Półrocznie
GBR-LSE,IE00BYM31M36,WING:LN,ISHARES FALLEN ANGELS HIGH YIELD CORP BOND UCITS (WING LN ETF),USD,971,Fizyczna,"0,50",Półrocznie
GPW-WWA,PLBETF200011,BETAW20S:PW,BETA ETF WIG20SHORT  (ETFBW20ST),PLN,8,Fizyczna,"2,23",Nie wypłaca
GBR-LSE,IE00B2NPKV68,IEMB:LN,ISHARES J.P. MORGAN USD EMERGING MARKETS BOND UCITS (IEMB LN ETF),USD,6577,Fizyczna,"0,45",Miesięcznie
GBR-LSE,IE00BFMXXD54,VUAA:LN,VANGUARD S&P 500 UCITS ACC (VUAA LN ETF),USD,39800,Fizyczna,"0,07",Nie wypłaca
GBR-LSE,IE00BYXYYK40,JPEA:LN,ISHARES J.P. MORGAN USD EMERGING MARKETS BOND UCITS ACC (JPEA LN ETF),USD,6577,Fizyczna,"0,45",Nie wypłaca
GBR-LSE,IE00BK5BQT80,VWRA:LN,VANGUARD FTSE ALL-WORLD UCITS ETF USD-ACC (VWRA LN ETF),USD,19053,Fizyczna,"0,22",Nie wypłaca
GBR-LSE,IE0032895942,LQDE:LN,ISHARES USD CORPORATE BOND UCITS (LQDE LN ETF),USD,8508,Fizyczna,"0,20",Kwartalnie
GBR-LSE,IE00BJ0KDQ92,XDWD:LN,XTRACKERS MSCI WORLD UCITS (XDWD LN ETF),USD,11663,Fizyczna,"0,19",Nie wypłaca
GBR-LSE,IE00BYXYYL56,IHYA:LN,ISHARES USD HIGH YIELD CORPORATE BOND UCITS ACC (IHYA LN ETF),USD,5318,Fizyczna,"0,50",Nie wypłaca
GBR-LSE,IE00B4PY7Y77,IHYU:LN,ISHARES USD HIGH YIELD CORPORATE BOND UCITS (IHYU LN ETF),USD,5318,Fizyczna,"0,50",Półrocznie
GBR-LSE,IE00B53SZB19,CNDX:LN,ISHARES NASDAQ 100 USD ACC (CNDX LN ETF),USD,10329,Fizyczna,"0,33",Nie wypłaca
GBR-LSE,IE00BYXYYP94,SDIA:LN,ISHARES USD SHORT DURATION CORPORATE BOND UCITS ETF ACC (SDIA LN ETF),USD,5730,Fizyczna,"0,20",Nie wypłaca
GBR-LSE,IE00B6R52259,ISAC:LN,ISHARES MSCI ACWI UCITS (ISAC LN ETF),USD,8443,Fizyczna,"0,20",Nie wypłaca
GBR-LSE,JE00B1VS3770,PHAU:LN,WISDOMTREE PHYSICAL GOLD (PHAU LN ETF),USD,4348,Fizyczna,"0,39",Nie wypłaca
GBR-LSE,IE00B3F81409,AGGG:LN,ISHARES CORE GLOBAL AGGREGATE BOND UCITS ETF USD (AGGG LN ETF),USD,7523,Fizyczna,"0,10",Półrocznie
GBR-LSE,IE00B5M4WH52,IEML:LN,ISHARES J.P. MORGAN EM LOCAL GOVT BOND UCITS (IEML LN ETF),USD,5452,Fizyczna,"0,50",Półrocznie
GBR-LSE,IE00BYXPSP02,IBTA:LN,ISHARES USD TREASURY 1-3Y (IBTA LN ETF),USD,9817,Fizyczna,"0,07",Nie wypłaca
GBR-LSE,IE00B6YX5C33,SPY5:LN,SPDR S&P 500 UCITS (SPY5 LN ETF),USD,5878,Fizyczna,"0,09",Kwartalnie
GBR-LSE,LU1452600270,TIPU:LN,LYXOR CORE US TIPS UCITS (TIPU LN ETF),USD,1662,Fizyczna,"0,09",Rocznie
GBR-LSE,IE00BYZK4552,RBOT:LN,ISHARES AUTOMATION & ROBOTICS UCITS (RBOT LN ETF),USD,3181,Fizyczna,"0,40",Nie wypłaca
GBR-LSE,IE00B8FHGS14,MVOL:LN,ISHARES EDGE MSCI WORLD MINIMUM VOLATILITY UCITS (MVOL LN ETF),USD,3060,Fizyczna,"0,30",Nie wypłaca
GBR-LSE,IE00BDFGJ627,FLOA:LN,ISHARES USD FLOATING RATE BOND UCITS ETF USD ACC (FLOA LN ETF),USD,2306,Fizyczna,"0,10",Nie wypłaca
GBR-LSE,IE00BF4RFH31,WSML:LN,ISHARES MSCI WORLD SMALL CAP UCITS (WSML LN ETF),USD,3142,Fizyczna,"0,35",Nie wypłaca
GBR-LSE,IE00B52MJY50,CPXJ:LN,ISHARES CORE MSCI PACIFIC EX-JAPAN UCITS (CPXJ LN ETF),USD,2480,Fizyczna,"0,20",Nie wypłaca
GBR-LSE,IE00BK5BR733,VFEA:LN,VANGUARD FTSE EMERGING MARKETS UCITS ETF ACC (VFEA LN ETF),USD,2648,Fizyczna,"0,22",Nie wypłaca
GBR-LSE,IE00B3VVMM84,VDEM:LN,VANGUARD FTSE EMERGING MARKETS UCITS (VDEM LN ETF),USD,2648,Fizyczna,"0,22",Kwartalnie
GBR-LSE,IE00B6YX5D40,UDVD:LN,SPDR S&P US DIVIDEND ARISTOCRATS UCITS (UDVD LN ETF),USD,4089,Fizyczna,"0,35",Kwartalnie
GBR-LSE,JE00B1VS3333,PHAG:LN,WISDOMTREE PHYSICAL SILVER (PHAG LN ETF),USD,1229,Fizyczna,"0,49",Nie wypłaca
GBR-LSE,IE00BYPLS672,USPY:LN,L&G CYBER SECURITY UCITS (USPY LN ETF),USD,2565,Fizyczna,"0,69",Nie wypłaca
GBR-LSE,IE00BQT3WG13,CNYA:LN,ISHARES MSCI CHINA A UCITS (CNYA LN ETF),USD,2430,Fizyczna,"0,40",Nie wypłaca
GBR-LSE,IE00BSKRJZ44,IDTL:LN,ISHARES USD TREASURY 20PLUS YR UCITS (IDTL LN ETF),USD,5238,Fizyczna,"0,07",Półrocznie
GBR-LSE,IE00B3WJKG14,IUIT:LN,ISHARES S&P 500 IT SECTOR UCITS (IUIT LN ETF),USD,3915,Fizyczna,"0,15",Nie wypłaca
GBR-LSE,IE00BYVJRP78,SUSM:LN,ISHARES MSCI EM SRI UCITS (SUSM LN ETF),USD,4060,Fizyczna,"0,25",Nie wypłaca
GBR-LSE,IE00B3VWN393,CBU7:LN,ISHARES USD TREASURY BOND 3-7YR ( CBU7 LN ETF),USD,6012,Fizyczna,"0,07",Nie wypłaca
GBR-LSE,IE00B1TXK627,DH2O:LN,ISHARES GLOBAL WATER UCITS (DH2O LN ETF),USD,2084,Fizyczna,"0,65",Półrocznie
GBR-LSE,IE00BJ38QD84,R2US:LN,SPDR RUSSELL 2000 U.S. SMALL CAP UCITS (R2US LN ETF),USD,1923,Fizyczna,"0,30",Nie wypłaca
GBR-LSE,IE00BYXYYM63,IUAA:LN,ISHARES US AGGREGATE BOND UCITS ETF ACC (IUAA LN ETF),USD,4347,Fizyczna,"0,25",Nie wypłaca
GBR-LSE,IE00BYXYYN70,IMBA:LN,ISHARES US MORTGAGE BACKED SECURITIES UCITS ACC (IMBA LN ETF),USD,2229,Fizyczna,"0,28",Nie wypłaca
GBR-LSE,IE00BYM31M36,WING:LN,ISHARES FALLEN ANGELS HIGH YIELD CORP BOND UCITS (WING LN ETF),USD,971,Fizyczna,"0,50",Półrocznie
GBR-LSE,IE00BYZK4883,DGTL:LN,ISHARES DIGITALISATION UCITS (DGTL LN ETF),USD,984,Fizyczna,"0,40",Nie wypłaca
GBR-LSE,IE00B466KX20,EMAD:LN,SPDR MSCI EMERGING MARKETS ASIA UCITS (EMAD LN ETF),USD,1021,Fizyczna,"0,55",Nie wypłaca
GBR-LSE,IE00BP3QZ601,IWQU:LN,ISHARES EDGE MSCI WORLD QUALITY FACTOR UCITS (IWQU LN ETF),USD,2650,Fizyczna,"0,30",Nie wypłaca
GBR-LSE,IE00B2QWCY14,IDP6:LN,ISHARES S&P SMALL CAP 600 UCITS (IDP6 LN ETF),USD,1186,Fizyczna,"0,40",Półrocznie
GBR-LSE,IE00BF2FN646,TREX:LN,INVESCO US TRES 7-10 YR DIST (TREX LN ETF),USD,3457,Fizyczna,"0,06",Kwartalnie
GBR-LSE,IE00BG0J4C88,LOCK:LN,ISHARES DIGITAL SECURITY UCITS (LOCK LN ETF),USD,1830,Fizyczna,"0,40",Nie wypłaca
GBR-LSE,IE00B14X4M10,IDNA:LN,ISHARES MSCI NORTH AMERICA UCITS (IDNA LN ETF),USD,989,Fizyczna,"0,40",Kwartalnie
GBR-LSE,IE00B42NKQ00,IUES:LN,ISHARES S&P 500 ENERGY SECTOR UCITS ETF (ACC) (IUES LN ETF),USD,977,Fizyczna,"0,15",Nie wypłaca
GBR-LSE,IE00BZ56RG20,DGRA:LN,WISDOMTREE US QUALITY DIV GROWTH UCITS ETF USD ACC (DGRA LN ETF),USD,467,Fizyczna,"0,33",Nie wypłaca
GBR-LSE,IE00BGBN6P67,BCHN:LN,INVESCO ELWOOD GLOBAL BLOCKCHAIN UCITS (BCHN LN ETF),USD,474,Fizyczna,"0,65",Nie wypłaca
GBR-LSE,IE00BKX55T58,VDEV:LN,VANGUARD FTSE DEVELOPED WORLD UCITS (VDEV LN ETF),USD,3230,Fizyczna,"0,12",Kwartalnie
GBR-LSE,IE00B43HR379,IUHC:LN,ISHARES S&P 500 HEALTH CARE SECTOR UCITS ETF (ACC) (IUHC LN ETF),USD,2471,Fizyczna,"0,15",Nie wypłaca
GBR-LSE,IE00B4JNQZ49,IUFS:LN,ISHARES S&P 500 FINANCIALS SECTOR UCITS (IUFS LN ETF),USD,970,Fizyczna,"0,15",Nie wypłaca
GBR-LSE,IE00B4YBJ215,SPY4:LN,SPDR S&P 400 US MID CAP UCITS (SPY4 LN ETF),USD,1754,Fizyczna,"0,30",Nie wypłaca
GBR-LSE,IE00B1TXHL60,IDPE:LN,ISHARES LISTED PRIVATE EQUITY UCITS ETF (IDPE LN ETF),USD,617,Fizyczna,"0,75",Półrocznie
GBR-LSE,IE00BQQP9H09,MOAT:LN,VANECK VECTORS MORNINGSTAR US WIDE MOAT UCITS ETF (MOAT LN ETF),USD,548,Fizyczna,"0,49",Nie wypłaca
GBR-LSE,IE00B40B8R38,IUCS:LN,ISHARES S&P 500 CONSUMER STAPLES SECTOR UCITS ETF (IUCS LN ETF),USD,595,Fizyczna,"0,15",Nie wypłaca
GBR-LSE,IE00BD1F4N50,IUMO:LN,ISHARES EDGE MSCI USA MOMENTUM FACTOR UCITS (IUMO LN ETF),USD,278,Fizyczna,"0,20",Nie wypłaca
GBR-LSE,IE00B52SF786,CCAU:LN,ISHARES MSCI CANADA UCITS (CCAU LN ETF),USD,977,Fizyczna,"0,48",Nie wypłaca
GBR-LSE,IE00BF2GFH28,TRES:LN,INVESCO US TREASURY DIST (TRES LN ETF),USD,956,Fizyczna,"0,06",Kwartalnie
GBR-LSE,IE00BZ56RN96,GGRP:LN,WISDOMTREE GLOBAL QUALITY DIVIDEND GROWTH UCITS ETF - USD (GGRP LN ETF),USD,739,Fizyczna,"0,38",Półrocznie
GBR-LSE,IE00BHZRR030,FLXK:LN,FRANKLIN FTSE KOREA UCITS (FLXK LN ETF),USD,434,Fizyczna,"0,09",Nie wypłaca
GBR-LSE,JE00B1VS2W53,PHPT:LN,WISDOMTREE PHYSICAL PLATINUM (PHPT LN ETF),USD,378,Fizyczna,"0,49",Nie wypłaca
GBR-LSE,IE00BZCQB185,NDIA:LN,ISHARES MSCI INDIA UCITS ETF USD (ACC) (NDIA LN ETF),USD,2171,Fizyczna,"0,65",Nie wypłaca
GBR-LSE,IE00BF0M2Z96,BATT:LN,L&G BATTERY VALUE-CHAIN UCITS  (BATT LN ETF),USD,912,Fizyczna,"0,49",Nie wypłaca
GBR-LSE,IE00BQQP9F84,GDX:LN,VANECK VECTORS GOLD MINERS UCITS ETF (GDX LN ETF),USD,703,Fizyczna,"0,53",Nie wypłaca
GBR-LSE,IE00BJGWQN72,WCLD:LN,WISDOMTREE CLOUD COMPUTING UCITS ETF - USD ACC  (WCLD LN ETF),USD,367,Fizyczna,"0,40",Nie wypłaca
GBR-LSE,IE00BYZK4669,AGED:LN,ISHARES AGEING POPULATION UCITS (AGED LN ETF),USD,738,Fizyczna,"0,40",Nie wypłaca
GBR-LSE,IE00B9CQXS71,GLDV:LN,SPDR GLOBAL DIVIDEND ARISTOCRATS (GLDV LN ETF),USD,1043,Fizyczna,"0,45",Kwartalnie
GBR-LSE,IE00B9F5YL18,VDPX:LN,VANGUARD FTSE DEVELOPED ASIA PACIFIC EX JAPAN UCITS  (VDPX LN ETF),USD,1272,Fizyczna,"0,15",Kwartalnie
GBR-LSE,IE00BYXVGY31,FUSA:LN,FIDELITY US QUALITY INCOME UCITS (FUSA LN ETF),USD,1232,Fizyczna,"0,25",b. d.
GBR-LSE,IE00B4MCHD36,IUCD:LN,ISHARES S&P 500 CONSUMER DISCRETIONARY SECTOR UCITS ETF ACC  (IUCD LN ETF),USD,416,Fizyczna,"0,15",Nie wypłaca
GBR-LSE,IE00BGL86Z12,ECAR:LN,ISHARES ELECTRIC VEHICLES & DRIVING TECHNOLOGY UCITS (ECAR LN ETF),USD,805,Fizyczna,"0,40",Nie wypłaca
GBR-LSE,IE00BGYWFS63,VDTA:LN,VANGUARD USD TREASURY BOND UCITS ETF ACC (VDTA LN ETF),USD,1877,Fizyczna,"0,07",Nie wypłaca
GBR-LSE,IE00BZ163M45,VDTY:LN,VANGUARD USD TREASURY BOND UCITS (VDTY LN ETF),USD,1877,Fizyczna,"0,07",Miesięcznie
GBR-LSE,IE00BD3V0B10,BNKS:LN,ISHARES S&P U.S. BANKS UCITS ETF ACC (BNKS LN ETF),USD,336,Fizyczna,"0,35",Nie wypłaca
GBR-LSE,IE00B469F816,EMRD:LN,SPDR MSCI EMERGING MARKETS UCITS (EMRD LN ETF),USD,340,Fizyczna,"0,18",Nie wypłaca
GBR-LSE,IE00B4NCWG09,ISLN:LN,ISHARES PHYSICAL SILVER ETC (ISLN LN ETF),USD,453,Fizyczna,"0,20",Nie wypłaca
GBR-LSE,IE00B5377D42,IAUS:LN,ISHARES MSCI AUSTRALIA UCITS (IAUS LN ETF),USD,481,Fizyczna,"0,50",Nie wypłaca
GBR-LSE,IE00BF0M6N54,ECOM:LN,L&G ECOMMERCE LOGISTICS UCITS (ECOM LN ETF),USD,295,Fizyczna,"0,49",Nie wypłaca
GBR-LSE,IE00BDVPNG13,WTAI:LN,WISDOMTREE ARTIFICIAL INTELLIGENCE UCITS ETF - USD ACC (WTAI LN ETF),USD,570,Fizyczna,"0,40",Nie wypłaca
